,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Season
1169,Lineups,-203524-1629027-,S. Hill - T. Young,1610612737,ATL,62,36,26,0.581,10.8,3.4,3.1,2.1,11.4,3.4,3.0,2.6,12.2,78,114,4766,1596,403,1838,1373,2165,1308,3105,3433,3307,3890,2020-21
1170,Lineups,-1626145-1626159-,T. Jones - J. Winslow,1610612763,MEM,21,10,11,0.476,10.8,3.4,2.4,3.7,11.2,3.7,2.1,3.3,9.7,1602,1502,3323,2496,1473,1805,2151,835,1356,3393,2415,3854,3234,2020-21
1171,Lineups,-201152-203490-,T. Young - O. Porter Jr.,1610612741,CHI,20,9,11,0.45,10.8,4.2,2.9,3.0,12.0,4.3,1.9,2.2,11.1,1673,1654,3323,2703,1522,1173,1627,1218,1196,3789,2097,2737,3627,2020-21
1172,Lineups,-203382-1628384-,A. Baynes - O. Anunoby,1610612761,TOR,32,14,18,0.438,10.7,3.3,1.8,3.2,9.0,3.6,3.3,2.8,9.2,986,1113,4220,2811,1026,1862,2934,1135,1952,3306,3721,3408,3072,2020-21
1173,Lineups,-202692-203457-,A. Burks - N. Noel,1610612752,NYK,41,22,19,0.537,10.7,3.1,2.8,1.6,9.6,3.3,2.3,2.0,9.3,621,595,4317,1891,762,2058,1762,2923,1751,3036,2685,2388,3119,2020-21
1174,Lineups,-1627936-1629659-,A. Caruso - T. Horton-Tucker,1610612747,LAL,46,26,20,0.565,10.7,4.3,2.9,3.2,10.9,3.7,3.0,2.1,9.3,449,403,4400,1691,649,1125,1647,1077,1434,3360,3418,2669,3107,2020-21
1175,Lineups,-101108-1628470-,C. Paul - T. Craig,1610612756,PHX,31,23,8,0.742,10.7,2.5,3.4,2.1,8.8,3.4,2.5,2.1,10.5,1036,538,2781,611,1055,2610,1208,2165,2046,3117,2868,2643,3468,2020-21
1176,Lineups,-203081-203918-,D. Lillard - R. Hood,1610612757,POR,37,22,15,0.595,10.7,3.5,3.1,1.9,7.6,3.8,3.5,2.2,11.3,762,595,3874,1520,859,1754,1387,2534,2486,3475,3910,2839,3674,2020-21
1177,Lineups,-1626163-1626164-,F. Kaminsky - D. Booker,1610612756,PHX,39,28,11,0.718,10.7,3.2,3.1,2.8,11.4,3.1,3.4,2.6,10.7,693,329,3323,712,805,1923,1408,1450,1300,2867,3789,3309,3512,2020-21
1178,Lineups,-1629216-1629639-,G. Vincent - T. Herro,1610612748,MIA,28,15,13,0.536,10.7,4.0,3.0,2.3,9.6,4.1,3.5,2.5,8.1,1168,1034,3614,1894,1163,1351,1568,1950,1752,3702,3921,3091,2644,2020-21
1179,Lineups,-1629637-1629638-,J. Hayes - N. Alexander-Walker,1610612740,NOP,34,13,21,0.382,10.7,4.4,3.5,3.2,11.6,3.1,2.6,2.2,8.8,892,1183,4478,3213,968,1056,1143,1144,1269,2900,3013,2736,2910,2020-21
1180,Lineups,-1629162-1629675-,J. McLaughlin - N. Reid,1610612750,MIN,49,15,34,0.306,10.7,3.7,2.9,2.7,11.5,3.3,3.3,2.6,9.7,362,1034,4985,3731,603,1553,1600,1586,1293,3067,3714,3306,3215,2020-21
1181,Lineups,-201952-1627759-,J. Teague - J. Brown,1610612738,BOS,30,13,17,0.433,10.7,3.7,2.2,3.3,11.1,3.9,3.8,3.1,10.1,1069,1183,4113,2844,1104,1564,2386,1030,1388,3495,4064,3736,3307,2020-21
1182,Lineups,-1626159-1630214-,J. Winslow - X. Tillman,1610612763,MEM,16,8,8,0.5,10.7,4.1,2.3,4.9,12.3,3.4,1.5,3.7,8.1,1998,1806,2781,2032,1787,1232,2324,431,1106,3168,1490,4136,2644,2020-21
1183,Lineups,-202681-1627789-,K. Irving - T. Luwawu-Cabarrot,1610612751,BKN,33,21,12,0.636,10.7,4.2,3.5,3.2,11.4,3.4,3.2,2.3,11.2,935,659,3486,1228,992,1197,1132,1090,1301,3184,3685,2867,3665,2020-21
1184,Lineups,-203482-1629644-,K. Olynyk - K. Okpala,1610612748,MIA,18,10,8,0.556,10.7,3.5,2.7,2.1,10.0,2.6,2.1,2.6,10.1,1818,1502,2781,1734,1658,1657,1829,2148,1677,2369,2476,3303,3307,2020-21
1185,Lineups,-101150-1630168-,L. Williams - O. Okongwu,1610612737,ATL,23,18,5,0.783,10.7,2.7,2.9,1.6,9.2,3.2,3.1,2.7,12.4,1457,830,2036,454,1375,2447,1647,2917,1876,2925,3591,3339,3928,2020-21
1186,Lineups,-1627763-1628410-,M. Brogdon - E. Sumner,1610612754,IND,33,13,20,0.394,10.7,3.8,2.7,4.4,11.9,3.2,3.9,3.2,13.9,935,1183,4400,3154,988,1449,1880,547,1206,2965,4127,3811,4168,2020-21
1187,Lineups,-201188-1628398-,M. Gasol - K. Kuzma,1610612747,LAL,48,29,19,0.604,10.7,3.6,2.3,2.6,10.0,3.9,2.1,2.6,10.5,386,286,4317,1405,624,1650,2262,1674,1674,3565,2448,3298,3452,2020-21
1188,Lineups,-201587-202326-,N. Batum - D. Cousins,1610612746,LAC,15,10,5,0.667,10.7,3.6,2.5,1.9,9.6,4.5,2.9,2.8,10.1,2091,1502,2036,927,1846,1640,2060,2530,1765,3904,3372,3419,3307,2020-21
1189,Lineups,-1626181-1627761-,N. Powell - D. Bembry,1610612761,TOR,24,11,13,0.458,10.7,4.0,2.7,2.1,10.6,3.8,3.3,2.4,10.3,1405,1382,3614,2642,1335,1355,1829,2177,1495,3437,3721,3039,3402,2020-21
1190,Lineups,-201577-1630166-,R. Lopez - D. Avdija,1610612764,WAS,52,25,27,0.481,10.7,3.6,2.4,2.6,11.8,3.7,3.4,2.3,10.5,281,435,4812,2475,559,1651,2193,1657,1221,3427,3820,2870,3467,2020-21
1191,Lineups,-1627789-1629013-,T. Luwawu-Cabarrot - L. Shamet,1610612751,BKN,39,24,15,0.615,10.7,4.0,2.5,2.6,9.4,4.1,3.0,2.4,10.9,693,488,3874,1341,806,1339,2045,1673,1819,3694,3439,3078,3579,2020-21
1192,Lineups,-203952-1627814-,A. Wiggins - D. Lee,1610612744,GSW,55,27,28,0.491,10.6,3.7,2.5,2.7,9.2,3.3,2.9,2.6,9.4,207,370,4842,2420,512,1527,2055,1612,1848,3030,3400,3280,3135,2020-21
1193,Lineups,-1626224-1629731-,C. Osman - D. Wade,1610612739,CLE,39,10,29,0.256,10.6,2.7,2.7,2.3,9.9,3.9,3.0,2.9,11.8,693,1502,4871,3948,816,2449,1829,2021,1699,3546,3426,3562,3786,2020-21
1194,Lineups,-1629109-1629648-,G. Clark - J. Bone,1610612753,ORL,14,2,12,0.143,10.6,2.8,4.4,1.7,9.7,3.1,2.3,3.9,9.6,2211,3361,3486,4362,1925,2428,614,2817,1738,2885,2669,4211,3189,2020-21
1195,Lineups,-203924-1630191-,J. Grant - I. Stewart,1610612765,DET,52,15,37,0.288,10.6,3.9,3.2,2.1,10.5,3.4,3.2,2.0,10.6,281,1034,5005,3806,564,1400,1321,2146,1533,3120,3682,2613,3484,2020-21
1196,Lineups,-203925-1629013-,J. Harris - L. Shamet,1610612751,BKN,53,34,19,0.642,10.6,3.1,2.5,2.5,9.7,3.6,3.1,3.1,11.2,260,155,4317,1215,546,2027,2082,1798,1745,3304,3601,3756,3654,2020-21
1197,Lineups,-1628367-1630240-,J. Jackson - S. Lee,1610612765,DET,37,9,28,0.243,10.6,3.5,2.6,2.7,11.0,4.3,3.0,3.0,11.6,762,1654,4842,4075,870,1722,1949,1609,1416,3813,3424,3608,3731,2020-21
1198,Lineups,-1629026-1629647-,K. Williams - D. Bazley,1610612760,OKC,44,14,30,0.318,10.6,3.9,2.9,2.2,12.4,4.6,2.4,2.9,10.9,515,1113,4900,3672,695,1407,1578,2095,1079,3952,2764,3537,3582,2020-21
1199,Lineups,-1628370-1628984-,M. Monk - D. Graham,1610612766,CHA,26,10,16,0.385,10.6,4.3,3.2,2.6,8.7,3.2,2.6,2.2,10.8,1274,1502,4005,3182,1240,1111,1356,1700,2051,2978,3026,2800,3562,2020-21
1200,Lineups,-202693-1628398-,M. Morris - K. Kuzma,1610612747,LAL,54,29,25,0.537,10.6,3.2,3.3,2.5,10.3,4.2,2.3,2.7,11.2,230,286,4721,1888,522,1999,1273,1772,1568,3755,2603,3376,3656,2020-21
1201,Lineups,-201988-1629022-,P. Mills - L. Walker IV,1610612759,SAS,53,25,28,0.472,10.6,3.6,2.8,2.5,9.0,4.0,3.4,2.9,11.9,260,435,4842,2538,548,1645,1713,1721,1945,3582,3827,3540,3806,2020-21
1202,Lineups,-203107-203490-,T. Satoransky - O. Porter Jr.,1610612741,CHI,16,6,10,0.375,10.6,3.5,2.8,3.0,11.3,4.4,2.2,2.7,11.8,1998,2171,3150,3233,1796,1657,1671,1328,1340,3890,2496,3320,3781,2020-21
1203,Lineups,-203463-1628425-,B. McLemore - S. Brown,1610612745,HOU,27,9,18,0.333,10.5,5.1,2.7,3.2,9.8,4.1,2.4,2.6,10.3,1217,1654,4220,3429,1233,757,1890,1120,1723,3703,2816,3245,3392,2020-21
1204,Lineups,-1628998-1629023-,C. Martin - P. Washington,1610612766,CHA,44,23,21,0.523,10.5,3.8,2.8,3.1,10.3,3.2,2.9,2.7,10.8,515,538,4478,1969,712,1475,1714,1161,1570,2917,3349,3389,3545,2020-21
1205,Lineups,-1626184-1628964-,C. Randle - M. Bamba,1610612753,ORL,30,8,22,0.267,10.5,2.5,2.4,1.9,7.7,3.2,2.7,3.7,10.3,1069,1806,4551,3909,1119,2736,2121,2480,2422,2980,3089,4106,3390,2020-21
1206,Lineups,-202722-1630166-,D. Bertans - D. Avdija,1610612764,WAS,37,17,20,0.459,10.5,3.7,3.1,2.1,10.3,3.9,3.5,1.8,10.5,762,901,4400,2637,890,1575,1387,2181,1578,3561,3865,2150,3450,2020-21
1207,Lineups,-1627734-1628410-,D. Sabonis - E. Sumner,1610612754,IND,37,13,24,0.351,10.5,4.1,1.9,4.2,12.7,4.5,3.8,3.2,12.9,762,1183,4671,3391,884,1220,2816,601,1037,3951,4078,3798,4009,2020-21
1208,Lineups,-202355-202357-,H. Whiteside - N. Bjelica,1610612758,SAC,15,6,9,0.4,10.5,2.9,1.7,2.7,11.9,3.9,2.6,1.9,11.3,2091,2171,2980,3035,1870,2261,3090,1546,1211,3541,2982,2278,3682,2020-21
1209,Lineups,-201145-1629651-,J. Green - N. Claxton,1610612751,BKN,28,19,9,0.679,10.5,3.4,3.6,3.3,10.6,2.7,3.8,2.1,10.1,1168,766,2980,901,1187,1825,1020,1016,1495,2402,4049,2647,3307,2020-21
1210,Lineups,-203087-203200-,J. Lamb - J. Holiday,1610612754,IND,32,12,20,0.375,10.5,3.8,2.8,2.6,10.6,3.5,3.3,2.9,11.1,986,1268,4400,3233,1043,1475,1704,1643,1495,3201,3721,3566,3619,2020-21
1211,Lineups,-1627750-1630192-,J. Murray - Z. Nnaji,1610612743,DEN,17,11,6,0.647,10.5,4.1,2.4,2.1,9.3,3.5,2.0,2.0,11.6,1892,1382,2314,1176,1735,1252,2116,2140,1836,3204,2162,2404,3732,2020-21
1212,Lineups,-203937-1630217-,K. Anderson - D. Bane,1610612763,MEM,61,33,28,0.541,10.5,4.1,3.6,3.6,12.8,3.8,2.4,2.8,10.6,84,183,4842,1866,435,1238,1062,852,1007,3491,2819,3426,3492,2020-21
1213,Lineups,-203118-1629003-,M. Scott - S. Milton,1610612755,PHI,44,32,12,0.727,10.5,3.2,2.9,2.5,9.5,3.6,2.1,3.0,10.3,515,205,3486,656,713,1967,1660,1722,1792,3312,2457,3594,3408,2020-21
1214,Lineups,-202696-1629109-,N. Vucevic - G. Clark,1610612753,ORL,33,8,25,0.242,10.5,2.9,2.6,2.3,8.5,4.2,2.7,3.3,10.6,935,1806,4721,4076,1015,2312,1941,2014,2109,3784,3179,3856,3500,2020-21
1215,Lineups,-200782-1627854-,P. Tucker - B. Forbes,1610612749,MIL,19,15,4,0.789,10.5,3.5,3.5,3.3,9.6,3.7,4.0,2.1,11.8,1748,1034,1704,443,1622,1707,1134,1066,1763,3424,4178,2694,3795,2020-21
1216,Lineups,-200752-201942-,R. Gay - D. DeRozan,1610612759,SAS,54,23,31,0.426,10.5,3.1,2.7,1.8,10.0,2.8,3.1,2.6,10.2,230,538,4926,2909,534,2028,1797,2658,1679,2503,3576,3245,3383,2020-21
1217,Lineups,-201937-1627774-,R. Rubio - J. Layman,1610612750,MIN,33,8,25,0.242,10.5,4.2,2.3,3.2,12.0,4.1,2.4,2.7,10.9,935,1806,4721,4076,1010,1172,2351,1090,1178,3714,2794,3333,3568,2020-21
1218,Lineups,-1629004-1629658-,S. Mykhailiuk - J. Hoard,1610612760,OKC,17,0,17,0.0,10.5,3.6,3.3,2.4,12.6,4.4,3.2,3.8,10.8,1892,4481,4113,4481,1739,1642,1275,1872,1039,3878,3638,4176,3564,2020-21
1219,Lineups,-202954-203952-,B. Wanamaker - A. Wiggins,1610612744,GSW,39,20,19,0.513,10.4,3.5,2.3,2.4,8.3,3.1,2.8,2.5,9.4,693,713,4317,2015,832,1736,2267,1866,2191,2909,3260,3109,3138,2020-21
1220,Lineups,-202709-1628402-,C. Joseph - F. Jackson,1610612765,DET,17,6,11,0.353,10.4,3.9,3.7,3.4,11.9,4.3,2.3,1.3,10.4,1892,2171,3323,3378,1756,1416,989,971,1204,3809,2617,1552,3424,2020-21
1221,Lineups,-1626224-1629685-,C. Osman - D. Windler,1610612739,CLE,26,9,17,0.346,10.4,3.6,2.5,2.4,12.3,4.4,2.8,3.2,11.1,1274,1654,4113,3413,1273,1637,2105,1879,1101,3840,3217,3768,3616,2020-21
1222,Lineups,-1628407-1630181-,D. Bacon - R. Hampton,1610612753,ORL,23,5,18,0.217,10.4,3.9,3.0,2.6,10.6,3.1,3.0,3.7,11.1,1457,2414,4220,4156,1401,1415,1424,1714,1517,2898,3446,4141,3623,2020-21
1223,Lineups,-1629001-1630217-,D. Melton - D. Bane,1610612763,MEM,47,25,22,0.532,10.4,3.4,3.6,3.3,11.6,3.4,2.8,2.7,9.7,421,435,4551,1920,654,1827,1035,1065,1261,3199,3230,3342,3219,2020-21
1224,Lineups,-203967-1626166-,D. Saric - C. Payne,1610612756,PHX,46,34,12,0.739,10.4,3.8,3.1,2.3,9.7,3.2,2.2,2.3,10.0,449,155,3486,617,679,1451,1380,1985,1727,2979,2599,2953,3303,2020-21
1225,Lineups,-203516-1629109-,J. Ennis III - G. Clark,1610612753,ORL,15,3,12,0.2,10.4,3.9,2.8,3.2,10.7,4.0,2.6,3.1,10.1,2091,3021,3486,4184,1878,1384,1758,1130,1488,3586,3046,3736,3307,2020-21
1226,Lineups,-201949-1628973-,J. Johnson - J. Brunson,1610612742,DAL,25,11,14,0.44,10.4,3.3,2.3,3.4,9.7,3.3,2.8,3.7,9.2,1343,1382,3738,2797,1319,1863,2353,997,1728,3034,3205,4109,3088,2020-21
1227,Lineups,-1626143-1630240-,J. Okafor - S. Lee,1610612765,DET,14,3,11,0.214,10.4,3.3,0.9,2.0,11.3,4.2,3.7,3.3,13.0,2211,3021,3323,4160,1939,1914,4051,2236,1332,3759,4019,3835,4033,2020-21
1228,Lineups,-203944-1630193-,J. Randle - I. Quickley,1610612752,NYK,60,34,26,0.567,10.4,3.9,2.8,1.5,8.8,3.2,2.5,2.0,8.9,96,155,4766,1686,454,1397,1778,3077,2006,2926,2864,2383,2960,2020-21
1229,Lineups,-201952-1629057-,J. Teague - R. Williams III,1610612738,BOS,26,13,13,0.5,10.4,4.5,2.8,2.9,11.0,3.5,4.2,2.6,9.2,1274,1183,3614,2032,1272,1012,1717,1371,1408,3213,4304,3233,3076,2020-21
1230,Lineups,-1629026-1629676-,K. Williams - I. Roby,1610612760,OKC,48,17,31,0.354,10.4,4.1,3.3,2.0,10.3,4.7,3.2,2.3,9.9,386,901,4926,3375,641,1252,1280,2236,1574,4034,3676,2941,3262,2020-21
1231,Lineups,-1628963-1630169-,M. Bagley III - T. Haliburton,1610612758,SAC,33,15,18,0.455,10.4,3.6,2.6,2.5,11.4,3.8,3.6,3.1,12.2,935,1034,4220,2659,1024,1607,1907,1718,1301,3476,3975,3716,3889,2020-21
1232,Lineups,-202694-1628379-,M. Morris Sr. - L. Kennard,1610612746,LAC,37,27,10,0.73,10.4,2.7,2.8,1.8,9.0,4.4,2.7,3.3,11.9,762,370,3150,654,894,2444,1763,2659,1957,3850,3165,3859,3813,2020-21
1233,Lineups,-201587-1629611-,N. Batum - T. Mann,1610612746,LAC,53,35,18,0.66,10.4,3.5,2.5,2.1,9.4,3.1,3.1,2.3,10.4,260,135,4220,1129,563,1710,2095,2147,1810,2851,3577,2952,3443,2020-21
1234,Lineups,-201577-202397-,R. Lopez - I. Smith,1610612764,WAS,41,22,19,0.537,10.4,3.1,2.5,2.3,10.8,3.8,2.7,1.9,9.9,621,595,4317,1891,792,2010,2065,2012,1448,3435,3119,2265,3274,2020-21
1235,Lineups,-201577-1629060-,R. Lopez - R. Hachimura,1610612764,WAS,53,28,25,0.528,10.4,3.8,2.4,2.4,11.7,3.5,2.3,1.9,9.6,260,329,4721,1941,572,1474,2204,1816,1237,3220,2667,2329,3199,2020-21
1236,Lineups,-201937-1626156-,R. Rubio - D. Russell,1610612750,MIN,36,16,20,0.444,10.4,3.9,3.3,3.1,10.6,3.9,3.5,3.1,11.4,813,960,4400,2736,930,1434,1282,1172,1495,3524,3893,3730,3705,2020-21
1237,Lineups,-1629004-1629647-,S. Mykhailiuk - D. Bazley,1610612760,OKC,18,1,17,0.056,10.4,3.2,3.3,1.9,12.0,4.2,2.8,3.7,10.0,1818,3830,4113,4477,1701,1954,1282,2564,1177,3744,3209,4094,3299,2020-21
1238,Lineups,-203082-203516-,T. Ross - J. Ennis III,1610612753,ORL,26,8,18,0.308,10.4,3.7,3.2,2.0,9.0,3.5,2.7,3.2,8.4,1274,1806,4220,3701,1262,1520,1356,2435,1963,3213,3113,3818,2805,2020-21
1239,Lineups,-1629117-1630184-,W. Gabriel - K. Lewis Jr.,1610612740,NOP,16,6,10,0.375,10.4,5.1,4.4,2.6,11.5,3.6,2.2,2.0,9.5,1998,2171,3150,3233,1817,747,609,1674,1280,3326,2496,2367,3172,2020-21
1240,Lineups,-202083-1629659-,W. Matthews - T. Horton-Tucker,1610612747,LAL,46,28,18,0.609,10.4,3.3,2.6,2.3,12.2,3.5,2.4,2.7,9.1,449,329,4220,1381,674,1839,1950,2017,1114,3231,2750,3368,3029,2020-21
1241,Lineups,-203932-1628408-,A. Gordon - P. Dozier,1610612743,DEN,18,15,3,0.833,10.3,3.7,2.3,2.6,11.9,3.3,1.8,2.6,9.3,1818,1034,1356,336,1705,1581,2365,1680,1201,3083,1945,3303,3121,2020-21
1242,Lineups,-201572-1626192-,B. Lopez - P. Connaughton,1610612749,MIL,66,43,23,0.652,10.3,3.1,3.1,2.5,11.2,3.5,2.9,2.7,8.5,28,27,4617,1159,391,2013,1398,1769,1353,3215,3328,3319,2824,2020-21
1243,Lineups,-1630175-1630181-,C. Anthony - R. Hampton,1610612753,ORL,21,4,17,0.19,10.3,2.8,3.2,3.1,11.3,3.9,3.4,2.7,10.7,1602,2667,4113,4271,1525,2326,1340,1199,1332,3536,3844,3345,3527,2020-21
1244,Lineups,-203991-1629164-,C. Capela - B. Goodwin,1610612737,ATL,28,12,16,0.429,10.3,2.9,3.7,2.9,9.2,3.4,2.2,3.0,9.1,1168,1268,4005,2856,1210,2270,963,1390,1867,3115,2548,3602,3029,2020-21
1245,Lineups,-1626184-1628407-,C. Randle - D. Bacon,1610612753,ORL,38,10,28,0.263,10.3,2.4,2.5,2.3,7.7,3.5,2.5,3.5,10.9,722,1502,4842,3933,880,2782,2085,2019,2434,3249,2835,3981,3572,2020-21
1246,Lineups,-1627761-1627832-,D. Bembry - F. VanVleet,1610612761,TOR,28,13,15,0.464,10.3,4.4,3.0,2.8,10.3,2.7,2.8,1.7,7.5,1168,1183,3874,2599,1208,1080,1424,1506,1560,2471,3232,2090,2441,2020-21
1247,Lineups,-1628415-1630217-,D. Brooks - D. Bane,1610612763,MEM,60,34,26,0.567,10.3,4.4,2.7,4.2,12.6,4.0,2.2,3.1,10.7,96,155,4766,1686,462,1060,1899,597,1046,3596,2569,3717,3517,2020-21
1248,Lineups,-1627734-1628988-,D. Sabonis - A. Holiday,1610612754,IND,54,22,32,0.407,10.3,4.3,2.1,3.5,11.6,3.6,3.3,3.0,11.3,230,595,4952,3018,560,1124,2499,925,1262,3346,3712,3585,3676,2020-21
1249,Lineups,-203967-1628470-,D. Saric - T. Craig,1610612756,PHX,24,20,4,0.833,10.3,3.3,3.1,1.5,9.1,2.5,2.5,2.1,9.7,1405,713,1704,336,1373,1920,1381,3094,1881,2191,2893,2661,3221,2020-21
1250,Lineups,-202066-203107-,G. Temple - T. Satoransky,1610612741,CHI,41,18,23,0.439,10.3,3.8,2.3,2.3,10.9,3.8,2.6,1.9,10.8,621,830,4617,2806,800,1473,2286,1972,1437,3487,3014,2325,3544,2020-21
1251,Lineups,-1628977-1628983-,H. Diallo - S. Gilgeous-Alexander,1610612760,OKC,26,11,15,0.423,10.3,2.9,2.4,2.1,10.4,3.8,4.1,1.6,11.4,1274,1382,3874,2915,1282,2251,2193,2222,1557,3484,4184,1963,3693,2020-21
1252,Lineups,-1628382-1629647-,J. Jackson - D. Bazley,1610612760,OKC,18,7,11,0.389,10.3,2.8,2.4,1.0,11.1,3.9,2.2,2.3,11.1,1818,1980,3323,3171,1706,2367,2205,3825,1360,3524,2524,2842,3627,2020-21
1253,Lineups,-201949-203501-,J. Johnson - T. Hardaway Jr.,1610612742,DAL,26,12,14,0.462,10.3,2.9,2.4,3.1,9.4,3.3,2.9,2.5,9.9,1274,1268,3738,2609,1278,2286,2193,1176,1819,3073,3390,3134,3265,2020-21
1254,Lineups,-201580-1628422-,J. McGee - D. Dotson,1610612739,CLE,25,8,17,0.32,10.3,3.4,2.0,2.1,9.8,4.0,3.0,2.0,9.4,1343,1806,4113,3669,1323,1755,2571,2139,1712,3577,3425,2404,3137,2020-21
1255,Lineups,-203090-1629056-,M. Harkless - T. Davis,1610612758,SAC,26,11,15,0.423,10.3,3.8,1.8,3.4,10.4,2.9,3.1,2.2,11.0,1274,1382,3874,2915,1285,1461,2940,1005,1541,2624,3588,2740,3596,2020-21
1256,Lineups,-203935-1629684-,M. Smart - G. Williams,1610612738,BOS,43,21,22,0.488,10.3,4.4,2.5,2.9,10.1,3.2,2.9,2.4,9.4,560,659,4551,2431,753,1058,2109,1433,1666,2918,3370,3013,3143,2020-21
1257,Lineups,-203457-1630193-,N. Noel - I. Quickley,1610612752,NYK,51,28,23,0.549,10.3,3.7,2.7,1.4,8.8,3.0,2.7,2.3,9.3,302,329,4617,1798,608,1567,1829,3233,2020,2718,3188,2923,3093,2020-21
1258,Lineups,-201988-1629640-,P. Mills - K. Johnson,1610612759,SAS,63,30,33,0.476,10.3,3.7,2.9,2.4,9.6,3.3,2.8,2.6,11.2,64,251,4970,2496,424,1587,1616,1857,1761,3031,3257,3239,3653,2020-21
1259,Lineups,-204456-1629048-,T. McConnell - G. Bitadze,1610612754,IND,45,19,26,0.422,10.3,3.9,3.3,4.3,11.6,3.2,3.7,3.3,10.8,482,766,4766,2925,711,1405,1282,586,1267,2980,4003,3861,3540,2020-21
1260,Lineups,-203085-1627885-,A. Rivers - S. Harrison,1610612743,DEN,14,10,4,0.714,10.2,4.8,2.3,3.2,11.0,2.9,3.6,2.8,9.3,2211,1502,1704,717,1961,891,2291,1126,1404,2633,3967,3470,3094,2020-21
1261,Lineups,-203952-1629672-,A. Wiggins - E. Paschall,1610612744,GSW,39,19,20,0.487,10.2,3.2,1.9,2.4,9.0,3.9,2.5,2.3,10.0,693,766,4400,2437,860,1923,2847,1866,1954,3567,2876,2929,3287,2020-21
1262,Lineups,-1628389-1629216-,B. Adebayo - G. Vincent,1610612748,MIA,35,18,17,0.514,10.2,4.0,2.4,2.0,9.3,2.8,2.6,1.8,7.0,859,830,4113,2006,980,1341,2201,2428,1842,2554,3017,2126,2273,2020-21
1263,Lineups,-1628422-1629012-,D. Dotson - C. Sexton,1610612739,CLE,34,10,24,0.294,10.2,3.9,3.3,3.2,10.6,3.1,2.8,2.2,9.5,892,1502,4671,3784,1014,1394,1248,1144,1510,2900,3223,2826,3183,2020-21
1264,Lineups,-203110-1629673-,D. Green - J. Poole,1610612744,GSW,33,20,13,0.606,10.2,3.3,1.6,3.2,9.8,3.8,3.2,2.2,10.6,935,713,3614,1396,1040,1917,3242,1090,1720,3492,3644,2781,3485,2020-21
1265,Lineups,-1629001-1629630-,D. Melton - J. Morant,1610612763,MEM,45,22,23,0.489,10.2,4.8,3.8,4.2,13.0,3.0,3.3,2.4,10.0,482,595,4617,2430,716,868,934,614,971,2715,3766,3057,3278,2020-21
1266,Lineups,-1628372-1630191-,D. Smith Jr. - I. Stewart,1610612765,DET,17,5,12,0.294,10.2,2.8,2.7,2.3,10.0,3.8,4.0,2.7,10.4,1892,2414,3486,3784,1778,2383,1792,1947,1678,3480,4175,3390,3424,2020-21
1267,Lineups,-202734-1629661-,E. Moore - C. Johnson,1610612756,PHX,19,15,4,0.789,10.2,4.4,3.1,2.3,10.7,2.9,2.1,2.4,9.2,1748,1034,1704,443,1649,1083,1369,1979,1493,2622,2472,3029,3070,2020-21
1268,Lineups,-1628977-1629676-,H. Diallo - I. Roby,1610612760,OKC,26,10,16,0.385,10.2,3.4,2.5,2.4,10.2,4.9,3.2,1.6,10.3,1274,1502,4005,3182,1288,1834,2066,1839,1589,4098,3691,1924,3395,2020-21
1269,Lineups,-1627826-1628379-,I. Zubac - L. Kennard,1610612746,LAC,56,38,18,0.679,10.2,2.9,2.9,2.0,9.2,4.1,2.6,3.1,10.7,184,84,4220,901,525,2257,1616,2455,1867,3690,3038,3738,3527,2020-21
1270,Lineups,-1627759-1630202-,J. Brown - P. Pritchard,1610612738,BOS,51,27,24,0.529,10.2,3.7,2.2,2.5,9.4,3.5,2.8,1.8,8.8,302,370,4671,1928,611,1567,2375,1788,1815,3227,3307,2225,2912,2020-21
1271,Lineups,-203903-1630235-,J. Clarkson - T. Forrest,1610612762,UTA,17,12,5,0.706,10.2,2.1,3.3,2.0,12.2,3.5,2.9,2.3,10.1,1892,1268,2036,777,1766,3087,1225,2236,1114,3242,3385,2859,3307,2020-21
1272,Lineups,-201145-1628971-,J. Green - B. Brown,1610612751,BKN,54,37,17,0.685,10.2,3.2,2.7,2.6,10.3,3.2,3.5,2.3,10.0,230,99,4113,878,567,1954,1829,1621,1568,2998,3869,2905,3291,2020-21
1273,Lineups,-201580-1629685-,J. McGee - D. Windler,1610612739,CLE,20,8,12,0.4,10.2,3.4,1.8,2.6,11.8,4.5,2.9,3.2,9.3,1673,1806,3486,3035,1602,1755,3004,1626,1236,3904,3358,3790,3109,2020-21
1274,Lineups,-1629006-1629675-,J. Okogie - N. Reid,1610612750,MIN,50,18,32,0.36,10.2,3.9,2.8,2.3,10.3,3.4,3.1,2.6,10.0,329,830,4952,3356,626,1408,1680,1986,1579,3186,3609,3252,3286,2020-21
